label,n,d,T,j,est,true,bias,q0,q1,bstd,covered,singleW,time
ours,100,3,10,0,-0.030834188884429355,0.06479648110442306,-0.09563066998885242,-0.15308555024897819,0.1065623976745125,0.06831271104192765,True,False,50075.327996730804
ours,100,3,10,0,0.08963865803963636,0.06479648110442306,0.024842176935213303,-0.03127685962700915,0.21705588168458245,0.06563958171267312,True,False,50075.327996730804
ours,100,3,10,0,-0.005201861703461434,0.06479648110442306,-0.06999834280788449,-0.13922018597757999,0.13821407752451423,0.07507302344924904,True,False,50075.327996730804
ours,100,3,10,0,-0.009739658784909533,0.06479648110442306,-0.0745361398893326,-0.15200354770824948,0.13653064363385864,0.07910626516704636,True,False,50075.327996730804
ours,100,3,10,0,-0.005178644427702021,0.06479648110442306,-0.06997512553212508,-0.1500126886615327,0.13876369213366446,0.07256365409716171,True,False,50075.327996730804
ours,100,3,10,0,0.03929753348270236,0.06479648110442306,-0.025498947621720697,-0.07496389617086287,0.14769267324226992,0.06191809814439115,True,False,50075.327996730804
ours,100,3,10,0,-0.048625329601776034,0.06479648110442306,-0.11342181070619908,-0.17305960903561812,0.07986477872341605,0.06557135227992553,True,False,50075.327996730804
ours,100,3,10,0,0.009428789082346201,0.06479648110442306,-0.05536769202207686,-0.15488700420424395,0.16781329570693398,0.07901352343103965,True,False,50075.327996730804
ours,100,3,10,0,-0.0006395949650803368,0.06479648110442306,-0.0654360760695034,-0.1261383136530708,0.09796168833005517,0.05763265078305928,True,False,50075.327996730804
ours,100,3,10,0,-0.010482197687186438,0.06479648110442306,-0.07527867879160949,-0.21835452605337163,0.1499968719788506,0.08821842448853702,True,False,50075.327996730804
ours,100,3,10,0,-0.04258808397864481,0.06479648110442306,-0.10738456508306787,-0.18928323877173422,0.07097078244828933,0.07078538297736563,True,False,50075.327996730804
ours,100,3,10,0,0.06951751978657617,0.06479648110442306,0.004721038682153109,-0.02650821381200689,0.18764663475916685,0.06112438129277176,True,False,50075.327996730804
ours,100,3,10,0,0.06616267839597079,0.06479648110442306,0.00136619729154773,-0.06475461722978823,0.2227998034948066,0.07406221798379087,True,False,50075.327996730804
ours,100,3,10,0,0.08859892321708498,0.06479648110442306,0.02380244211266193,-0.030750902324552055,0.20547383423933252,0.06526330729957416,True,False,50075.327996730804
ours,100,3,10,0,0.0777918670740237,0.06479648110442306,0.012995385969600648,-0.038203374815071155,0.20305157921316958,0.06801461217006001,True,False,50075.327996730804
ours,100,3,10,0,0.06590198636414323,0.06479648110442306,0.0011055052597201687,-0.0522029588160218,0.19573013192660174,0.05945347559669451,True,False,50075.327996730804
ours,100,3,10,0,0.012140017820779276,0.06479648110442306,-0.05265646328364378,-0.11989428693229859,0.14439184793296014,0.06610992013857164,True,False,50075.327996730804
ours,100,3,10,0,0.04483502090709609,0.06479648110442306,-0.019961460197326968,-0.06737769341236745,0.15156352712253335,0.05479145776015227,True,False,50075.327996730804
ours,100,3,10,0,0.04265952965976456,0.06479648110442306,-0.0221369514446585,-0.11580506710933923,0.17077172644812394,0.07690932631485538,True,False,50075.327996730804
ours,100,3,10,0,0.009868874944051923,0.06479648110442306,-0.05492760616037114,-0.12522655517026232,0.1603621819027003,0.07705352217166903,True,False,50075.327996730804
ours,100,3,10,0,0.00952690480167859,0.06479648110442306,-0.05526957630274447,-0.06884374750001984,0.14571160057487267,0.053696053020190086,True,False,50075.327996730804
ours,100,3,10,0,0.05788406571313427,0.06479648110442306,-0.006912415391288784,-0.04059196208127905,0.16341911852307833,0.05810837298469985,True,False,50075.327996730804
ours,100,3,10,0,0.017632984262187713,0.06479648110442306,-0.04716349684223534,-0.11972041927492477,0.12596190748220348,0.06966914392270936,True,False,50075.327996730804
ours,100,3,10,0,0.1572930066277704,0.06479648110442306,0.09249652552334735,0.05998284373526512,0.2563982970974611,0.05076612806214118,True,False,50075.327996730804
ours,100,3,10,0,0.08394037920758315,0.06479648110442306,0.019143898103160098,-0.038342684052736074,0.23693336194533565,0.0746527928727395,True,False,50075.327996730804
ours,100,3,10,0,0.0782372237316834,0.06479648110442306,0.013440742627260346,-0.04286280833942725,0.1726712292686713,0.05901075145051755,True,False,50075.327996730804
ours,100,3,10,0,-0.0052080009544266575,0.06479648110442306,-0.07000448205884971,-0.10318394265580146,0.05798843075809199,0.04672408928704709,False,False,50075.327996730804
ours,100,3,10,0,0.07189954281025455,0.06479648110442306,0.007103061705831498,-0.047206559985529736,0.19862107571569076,0.0644735531157221,True,False,50075.327996730804
ours,100,3,10,0,0.10088434478420875,0.06479648110442306,0.0360878636797857,-0.033638584476663985,0.2210981787060065,0.07286962290073548,True,False,50075.327996730804
ours,100,3,10,0,0.059225612784138126,0.06479648110442306,-0.00557086832028493,-0.061613972404139995,0.19552274594361005,0.06405823395668933,True,False,50075.327996730804
ours,100,3,10,0,0.04474266043253673,0.06479648110442306,-0.020053820671886324,-0.028141843001499932,0.1592311016043237,0.04637592549923718,True,False,50075.327996730804
ours,100,3,10,0,0.13126705065443214,0.06479648110442306,0.06647056955000909,-0.01526944909948435,0.27496421259106674,0.07026434992134827,True,False,50075.327996730804
ours,100,3,10,0,0.11851495988185104,0.06479648110442306,0.05371847877742798,-0.030622713269114442,0.267840315177966,0.08038290743274983,True,False,50075.327996730804
ours,100,3,10,0,0.07081771036963747,0.06479648110442306,0.006021229265214409,-0.030300033102340886,0.1740550683996922,0.057442208274441776,True,False,50075.327996730804
ours,100,3,10,0,0.18427271674512297,0.06479648110442306,0.11947623564069991,0.06721806960935427,0.3095814231399322,0.06547208826586791,False,False,50075.327996730804
ours,100,3,10,0,0.1524038219303961,0.06479648110442306,0.08760734082597303,0.023443814223303775,0.2885491548248769,0.06968508837338176,True,False,50075.327996730804
ours,100,3,10,0,0.08143107102828959,0.06479648110442306,0.01663458992386653,-0.04130183410285358,0.22823895162388902,0.06592393445294423,True,False,50075.327996730804
ours,100,3,10,0,0.07922965995031188,0.06479648110442306,0.014433178845888822,-0.024616502941907575,0.1964149929715439,0.06291578243878855,True,False,50075.327996730804
ours,100,3,10,0,0.03876920060873355,0.06479648110442306,-0.026027280495689503,-0.06736765030402658,0.14168937142118887,0.05128128975630529,True,False,50075.327996730804
ours,100,3,10,0,0.01713779459688745,0.06479648110442306,-0.0476586865075356,-0.14136287159834815,0.15953458510933535,0.07582212414223642,True,False,50075.327996730804
ours,100,3,10,0,0.07510743348621607,0.06479648110442306,0.010310952381793012,-0.02983454457850685,0.20936402559862888,0.06452957336124807,True,False,50075.327996730804
ours,100,3,10,0,0.08001711669246675,0.06479648110442306,0.015220635588043693,-0.07158173804695388,0.203792213217073,0.076110753641147,True,False,50075.327996730804
ours,100,3,10,0,0.0904952819795324,0.06479648110442306,0.02569880087510934,-0.036898224017767774,0.19093277709898696,0.06438797816514173,True,False,50075.327996730804
ours,100,3,10,0,0.05734263090109852,0.06479648110442306,-0.007453850203324536,-0.10259518404856253,0.2158823793569808,0.08675633013984413,True,False,50075.327996730804
ours,100,3,10,0,0.18726240552802256,0.06479648110442306,0.1224659244235995,0.04311452974170265,0.3171662018390685,0.07385277648522921,True,False,50075.327996730804
ours,100,3,10,0,0.08714837044952792,0.06479648110442306,0.02235188934510486,-0.028999903711322328,0.2190355075830182,0.06493770019210625,True,False,50075.327996730804
ours,100,3,10,0,0.05935801259466387,0.06479648110442306,-0.005438468509759188,-0.05727974988945107,0.19458430696029494,0.06909543710929411,True,False,50075.327996730804
ours,100,3,10,0,0.08503432585595924,0.06479648110442306,0.020237844751536185,-0.06798615703470567,0.2514210641244631,0.07756562166452484,True,False,50075.327996730804
ours,100,3,10,0,0.08884033942990374,0.06479648110442306,0.024043858325480685,-0.055191760166047155,0.2854134117512365,0.08518316687363427,True,False,50075.327996730804
ours,100,3,10,0,0.04244703197352604,0.06479648110442306,-0.022349449130897016,-0.08226405562038396,0.16997642131135005,0.06605717720963962,True,False,50075.327996730804
ours,100,3,10,0,0.1846019874961536,0.06479648110442306,0.11980550639173056,0.04890478690600817,0.2941084990099915,0.06694649890449676,True,False,50075.327996730804
ours,100,3,10,0,0.12019722972236564,0.06479648110442306,0.055400748617942586,-0.0013037174695636087,0.2314697369044935,0.0630752330232589,True,False,50075.327996730804
ours,100,3,10,0,0.08284850785475804,0.06479648110442306,0.018052026750334987,-0.052567307249039505,0.21482954203100424,0.06844396572351356,True,False,50075.327996730804
ours,100,3,10,0,-0.01497077449095938,0.06479648110442306,-0.07976725559538243,-0.14043898757539633,0.09797426728862715,0.05888246574893547,True,False,50075.327996730804
ours,100,3,10,0,0.11934985896441033,0.06479648110442306,0.054553377859987276,-0.01184564006224625,0.2765366540868006,0.07232514683680803,True,False,50075.327996730804
ours,100,3,10,0,0.03823657058571694,0.06479648110442306,-0.02655991051870612,-0.1362932885427302,0.1814294799604046,0.08269990009946727,True,False,50075.327996730804
ours,100,3,10,0,0.160547440636355,0.06479648110442306,0.09575095953193195,0.04178184137202687,0.2707702729766946,0.06693611967684492,True,False,50075.327996730804
ours,100,3,10,0,0.13566073041097568,0.06479648110442306,0.07086424930655262,0.033095833955157215,0.22948101038982513,0.053358632236505915,True,False,50075.327996730804
ours,100,3,10,0,0.21194455698950362,0.06479648110442306,0.14714807588508055,0.06184982153255973,0.3456402286814117,0.07582810522813808,True,False,50075.327996730804
ours,100,3,10,0,0.02578005812991257,0.06479648110442306,-0.03901642297451049,-0.08573450033015013,0.1551806769813208,0.06708102850589831,True,False,50075.327996730804
ours,100,3,10,0,0.09962769373281127,0.06479648110442306,0.03483121262838822,-0.07017673803422937,0.24505868737228761,0.07838311634758952,True,False,50075.327996730804
ours,100,3,10,0,0.10401879177063592,0.06479648110442306,0.03922231066621286,-0.03343007285666273,0.20329013694615,0.06297737339182635,True,False,50075.327996730804
ours,100,3,10,0,0.07502809427060611,0.06479648110442306,0.010231613166183054,-0.06905901735680116,0.22164076861367205,0.0783906084963941,True,False,50075.327996730804
ours,100,3,10,0,0.07798292844179366,0.06479648110442306,0.013186447337370608,-0.02284379122468396,0.16916877215727413,0.05117417435798919,True,False,50075.327996730804
ours,100,3,10,0,0.03591480283008851,0.06479648110442306,-0.02888167827433455,-0.061508915994772644,0.1439732198610487,0.05448243979769119,True,False,50075.327996730804
ours,100,3,10,0,0.04264227083326426,0.06479648110442306,-0.022154210271158797,-0.09020410227868646,0.15836431277808094,0.06113693822256287,True,False,50075.327996730804
ours,100,3,10,0,0.10791799758342453,0.06479648110442306,0.043121516479001476,-0.007964468587063003,0.24234872769561605,0.06977737047726874,True,False,50075.327996730804
ours,100,3,10,0,0.07360521077386131,0.06479648110442306,0.008808729669438256,-0.05120726907147863,0.22664986271913232,0.0744129831423995,True,False,50075.327996730804
ours,100,3,10,0,0.18682499801145386,0.06479648110442306,0.1220285169070308,0.031032665663131027,0.3365569105614319,0.0802129903887481,True,False,50075.327996730804
ours,100,3,10,0,0.05308165315081206,0.06479648110442306,-0.011714827953611,-0.04680640877467557,0.1699879112074036,0.056757978476288586,True,False,50075.327996730804
ours,100,3,10,0,0.029920365630105184,0.06479648110442306,-0.034876115474317876,-0.11050269682267899,0.16148738093421167,0.07228764188156728,True,False,50075.327996730804
ours,100,3,10,0,0.005430910278608307,0.06479648110442306,-0.05936557082581475,-0.09904813764895723,0.12077128665709708,0.06101300692838336,True,False,50075.327996730804
ours,100,3,10,0,-0.05140843309305697,0.06479648110442306,-0.11620491419748002,-0.1542134075683798,0.09903841624003507,0.06437972276501738,True,False,50075.327996730804
ours,100,3,10,0,0.007683067421545406,0.06479648110442306,-0.05711341368287765,-0.08176570153463811,0.10870352106868654,0.04967170509914709,True,False,50075.327996730804
ours,100,3,10,0,0.05219383123918514,0.06479648110442306,-0.012602649865237917,-0.10550717580768666,0.17661946605723608,0.07057365355336206,True,False,50075.327996730804
ours,100,3,10,0,-0.005488593731756097,0.06479648110442306,-0.07028507483617916,-0.12413370913221711,0.10319326561723105,0.06029115925412708,True,False,50075.327996730804
ours,100,3,10,0,-0.05025949006175325,0.06479648110442306,-0.1150559711661763,-0.19151854399973028,0.08094143540841506,0.06921265393372003,True,False,50075.327996730804
ours,100,3,10,0,0.13588940042191106,0.06479648110442306,0.071092919317488,0.002707720876518084,0.23504042965635427,0.06542165266942038,True,False,50075.327996730804
ours,100,3,10,0,-0.042589971416698805,0.06479648110442306,-0.10738645252112186,-0.16477152252479013,0.08435360465647303,0.0731218085514497,True,False,50075.327996730804
ours,100,3,10,0,0.12000735960675521,0.06479648110442306,0.05521087850233215,0.01210544821166155,0.2342906147881799,0.05698649650519968,True,False,50075.327996730804
ours,100,3,10,0,0.09886074576389016,0.06479648110442306,0.0340642646594671,-0.03615262652072054,0.24921181152738564,0.07228431621118678,True,False,50075.327996730804
ours,100,3,10,0,0.06598741784960258,0.06479648110442306,0.0011909367451795189,-0.09928156031357381,0.20733031014206435,0.06847449174449187,True,False,50075.327996730804
ours,100,3,10,0,0.041208280269800196,0.06479648110442306,-0.02358820083462286,-0.08907146772554451,0.1597955834266311,0.0671695773685055,True,False,50075.327996730804
ours,100,3,10,0,0.06542704937824009,0.06479648110442306,0.0006305682738170365,-0.06826659904868489,0.182592085017511,0.06885276454582259,True,False,50075.327996730804
ours,100,3,10,0,0.10411040170842487,0.06479648110442306,0.03931392060400181,-0.041706717256355684,0.2444863837506848,0.07386816358339571,True,False,50075.327996730804
ours,100,3,10,0,0.11425695872588429,0.06479648110442306,0.04946047762146123,-0.018989380582951357,0.25818166548876825,0.07651306814390575,True,False,50075.327996730804
ours,100,3,10,0,0.04005861458180825,0.06479648110442306,-0.02473786652261481,-0.09442157352757082,0.2059150248000492,0.0778516265297266,True,False,50075.327996730804
ours,100,3,10,0,0.14504071307401448,0.06479648110442306,0.08024423196959142,0.04049556025080336,0.29857037678523507,0.0677983524486636,True,False,50075.327996730804
ours,100,3,10,0,-0.022118709131735734,0.06479648110442306,-0.08691519023615879,-0.1722477232797445,0.11242831919461097,0.07193609172759566,True,False,50075.327996730804
ours,100,3,10,0,0.10520259594338428,0.06479648110442306,0.04040611483896123,0.006614602105344572,0.2473507086779595,0.06364727792053439,True,False,50075.327996730804
ours,100,3,10,0,0.15194235249140403,0.06479648110442306,0.08714587138698097,-0.0017391905688743869,0.2827404856267721,0.07690715444688936,True,False,50075.327996730804
ours,100,3,10,0,0.024498369317470906,0.06479648110442306,-0.040298111786952154,-0.08764178371401883,0.17724371098248254,0.0689662530918695,True,False,50075.327996730804
ours,100,3,10,0,0.13647025579595032,0.06479648110442306,0.07167377469152726,-0.017820121903459094,0.2582091015683586,0.06912217797508412,True,False,50075.327996730804
